Days_for_shipping_(real),Days_for_shipment_(scheduled),Delivery_Status,Late_delivery_risk,Customer_City,Customer_Country,Customer_Zipcode,Latitude,Longitude,Market,Order_City,Order_Country,Order_Region,Order_State,Order_Status,Product_Name,Product_Price,Shipping_Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order_city_latitude,order_city_longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.24813652,-66.37062836,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,08-01-2023,6:29:00,12-01-2023,6:29:00,4,Delayed,11.0167,76.9556,14839.98842,1,14839.9884,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.22240639,-66.37059784,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,21-12-2022,13:52:00,23-12-2022,13:52:00,2,On time,13.1147,80.1098,14950.0929,1,14950.0929,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.27352142,-66.3705368,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,12-01-2023,13:50:00,16-01-2023,13:50:00,4,Delayed,8.5241,76.9366,15006.08154,1,15006.0815,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.22071266,-66.3705368,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,ON_HOLD,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,11-11-2022,16:22:00,15-11-2022,16:22:00,4,Delayed,9.9252,78.1198,15016.98655,1,15016.9865,4,8
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.23685837,-66.37052918,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,07-02-2023,13:27:00,09-02-2023,13:27:00,2,On time,12.8681,74.8425,14532.68109,0.5,7266.3405,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.23617172,-66.3706131,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Glove It Women's Mod Oval Golf Glove,19.98999977,First Class,17-11-2022,20:34:00,19-11-2022,20:34:00,2,On time,11.1085,77.3411,14867.175,0.5,7433.5875,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.23685837,-66.37052918,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,07-02-2023,13:27:00,09-02-2023,13:27:00,2,On time,12.8681,74.8425,14532.68109,0.5,7266.3405,2,4
4,4,Shipping on time,0,Catonsville,USA,21228,39.27961731,-76.71038055,Pacific Asia,Salem,India,South Asia,Tamil Nadu,COMPLETE,First aid kit,293.0400085,Standard Class,21-11-2024,10:36:00,25-11-2024,10:36:00,4,Delayed,11.65,78.15,13782.55505,1,13782.555,4,8
6,4,Late delivery,1,Westerville,USA,43081,40.11835098,-82.92810822,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Summer dresses,215.8200073,Standard Class,14-12-2024,4:05:00,20-12-2024,4:05:00,6,Delayed,11.0167,76.9556,13962.73981,1,13962.7398,4,10
2,4,Advance shipping,0,Grand Prairie,USA,75052,32.6425972,-97.02174377,Pacific Asia,Belgaum,India,South Asia,Karnataka,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,03-11-2022,18:29:00,05-11-2022,18:29:00,2,On time,15.85,74.5,14548.0344,1,14548.0344,4,6
2,1,Late delivery,1,Bellingham,USA,98226,48.77095795,-122.4511185,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,First Class,16-01-2023,12:04:00,18-01-2023,12:04:00,2,On time,12.9789,77.5917,12870.67737,0.5,6435.3387,2,4
2,1,Late delivery,1,Bellingham,USA,98226,48.77095795,-122.4511185,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.98999786,First Class,16-01-2023,12:04:00,18-01-2023,12:04:00,2,On time,12.9789,77.5917,12870.67737,0.5,6435.3387,2,4
5,2,Late delivery,1,Moreno Valley,USA,92557,33.94717026,-117.253624,Pacific Asia,Hubli,India,South Asia,Karnataka,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,27-10-2022,10:37:00,01-11-2022,10:37:00,5,Delayed,15.3502,75.1376,14378.47065,0.8,11502.7765,3,8
5,2,Late delivery,1,Moreno Valley,USA,92557,33.94717026,-117.253624,Pacific Asia,Hubli,India,South Asia,Karnataka,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,27-10-2022,10:37:00,01-11-2022,10:37:00,5,Delayed,15.355,75.1362,14377.98576,0.8,11502.3886,3,8
2,2,Shipping on time,0,Philadelphia,USA,19145,39.92448425,-75.1757431,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,CLOSED,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,11-01-2023,19:37:00,13-01-2023,19:37:00,2,On time,11.0167,76.9556,13663.12193,0.8,10930.4975,3,5
2,2,Shipping on time,0,Philadelphia,USA,19145,39.92448425,-75.1757431,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,CLOSED,Team Golf Texas Longhorns Putter Grip,24.98999977,Second Class,11-01-2023,19:37:00,13-01-2023,19:37:00,2,On time,11.0167,76.9556,13663.12193,0.8,10930.4975,3,5
2,2,Shipping on time,0,Philadelphia,USA,19145,39.92448425,-75.1757431,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,Second Class,11-01-2023,19:37:00,13-01-2023,19:37:00,2,On time,11.0167,76.9556,13663.12193,0.8,10930.4975,3,5
2,2,Shipping on time,0,Philadelphia,USA,19145,39.92448425,-75.1757431,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.980011,Second Class,11-01-2023,19:37:00,13-01-2023,19:37:00,2,On time,11.0167,76.9556,13663.12193,0.8,10930.4975,3,5
2,2,Shipping on time,0,Philadelphia,USA,19145,39.92448425,-75.1757431,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,11-01-2023,19:37:00,13-01-2023,19:37:00,2,On time,11.0167,76.9556,13663.12193,0.8,10930.4975,3,5
6,4,Late delivery,1,Chicago,USA,60645,41.63134384,-87.5241394,Pacific Asia,Salem,India,South Asia,Tamil Nadu,CLOSED,First aid kit,293.0400085,Standard Class,21-11-2024,9:33:00,27-11-2024,9:33:00,6,Delayed,11.65,78.15,13911.40122,1,13911.4012,4,10
3,2,Late delivery,1,Charlotte,USA,28205,35.21258926,-80.79562378,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,30-12-2022,1:25:00,02-01-2023,1:25:00,3,On time,13.0825,80.275,14286.4439,0.8,11429.1551,3,6
4,2,Late delivery,1,College Station,USA,77840,30.62612915,-96.34500122,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,27-10-2022,10:16:00,31-10-2022,10:16:00,4,Delayed,15.3502,75.1376,14822.15322,0.8,11857.7226,3,7
4,2,Late delivery,1,College Station,USA,77840,30.62612915,-96.34500122,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,27-10-2022,10:16:00,31-10-2022,10:16:00,4,Delayed,15.355,75.1362,14821.60144,0.8,11857.2812,3,7
5,2,Late delivery,1,San Antonio,USA,78240,29.52998352,-98.60829163,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Second Class,22-12-2022,17:11:00,27-12-2022,17:11:00,5,Delayed,12.9789,77.5917,15270.76519,0.8,12216.6122,3,8
2,2,Shipping on time,0,Phoenix,USA,85032,33.60445786,-111.9907379,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.980011,Second Class,16-01-2023,11:43:00,18-01-2023,11:43:00,2,On time,12.9789,77.5917,14736.64803,0.8,11789.3184,3,5
3,2,Late delivery,1,Charlotte,USA,28205,35.21258926,-80.79562378,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Second Class,30-12-2022,1:25:00,02-01-2023,1:25:00,3,On time,13.0825,80.275,14286.4439,0.8,11429.1551,3,6
5,2,Late delivery,1,San Antonio,USA,78240,29.52998352,-98.60829163,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class,22-12-2022,17:11:00,27-12-2022,17:11:00,5,Delayed,12.9789,77.5917,15270.76519,0.8,12216.6122,3,8
2,2,Shipping on time,0,Phoenix,USA,85032,33.60445786,-111.9907379,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,16-01-2023,11:43:00,18-01-2023,11:43:00,2,On time,12.9789,77.5917,14736.64803,0.8,11789.3184,3,5
2,2,Shipping on time,0,Phoenix,USA,85032,33.60445786,-111.9907379,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class,16-01-2023,11:43:00,18-01-2023,11:43:00,2,On time,12.9789,77.5917,14736.64803,0.8,11789.3184,3,5
4,2,Late delivery,1,College Station,USA,77840,30.62612915,-96.34500122,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,27-10-2022,10:16:00,31-10-2022,10:16:00,4,Delayed,15.3502,75.1376,14822.15322,0.8,11857.7226,3,7
4,2,Late delivery,1,College Station,USA,77840,30.62612915,-96.34500122,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,27-10-2022,10:16:00,31-10-2022,10:16:00,4,Delayed,15.355,75.1362,14821.60144,0.8,11857.2812,3,7
5,2,Late delivery,1,Bakersfield,USA,93308,35.30034638,-119.2525253,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class,12-01-2023,8:56:00,17-01-2023,8:56:00,5,Delayed,13.0825,80.275,14255.32637,0.8,11404.2611,3,8
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.29663658,-66.37054443,Pacific Asia,Salem,India,South Asia,Tamil Nadu,COMPLETE,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,Standard Class,03-11-2022,16:23:00,09-11-2022,16:23:00,6,Delayed,11.65,78.15,14892.81529,1,14892.8153,4,10
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.29775429,-66.37055206,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,03-03-2023,20:35:00,05-03-2023,20:35:00,2,On time,13.0825,80.275,14960.12828,1,14960.1283,4,6
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.23285484,-66.3705368,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,16-02-2023,1:21:00,22-02-2023,1:21:00,6,Delayed,11.0167,76.9556,14840.98243,1,14840.9824,4,10
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.29078484,-66.37057495,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,15-03-2023,19:10:00,20-03-2023,19:10:00,5,Delayed,11.0167,76.9556,14837.18651,1,14837.1865,4,9
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.29023361,-66.37058258,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,28-10-2022,5:11:00,31-10-2022,5:11:00,3,On time,9.9252,78.1198,15012.45256,1,15012.4526,4,7
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.29078484,-66.37057495,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,15-03-2023,19:10:00,20-03-2023,19:10:00,5,Delayed,11.0167,76.9556,14837.18651,1,14837.1865,4,9
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.23285484,-66.3705368,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,16-02-2023,1:21:00,22-02-2023,1:21:00,6,Delayed,11.0167,76.9556,14840.98243,1,14840.9824,4,10
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.21188355,-66.37051392,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,25-02-2023,15:10:00,27-02-2023,15:10:00,2,On time,8.175,77.4306,15076.62244,1,15076.6224,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.29942322,-66.3705368,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,06-01-2023,9:59:00,08-01-2023,9:59:00,2,On time,13.0825,80.275,14960.00461,1,14960.0046,4,6
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.29663658,-66.37054443,Pacific Asia,Salem,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,03-11-2022,16:23:00,09-11-2022,16:23:00,6,Delayed,11.65,78.15,14892.81529,1,14892.8153,4,10
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.29775429,-66.37055206,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,03-03-2023,20:35:00,05-03-2023,20:35:00,2,On time,13.0825,80.275,14960.12828,1,14960.1283,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.29775429,-66.37055206,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,03-03-2023,20:35:00,05-03-2023,20:35:00,2,On time,13.0825,80.275,14960.12828,1,14960.1283,4,6
0,0,Shipping on time,0,Caguas,Puerto Rico,725,18.25934219,-66.03705597,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PAYMENT_REVIEW,Summer dresses,215.8200073,Same Day,28-01-2025,8:03:00,28-01-2025,20:03:00,0,On time,13.0825,80.275,14936.41199,0,0,1,1
0,0,Shipping on time,0,Caguas,Puerto Rico,725,18.2719574,-66.37052918,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Same Day,18-12-2022,0:23:00,18-12-2022,12:23:00,0,On time,12.9789,77.5917,14752.66616,0,0,1,1
5,2,Late delivery,1,Caguas,Puerto Rico,725,18.26609421,-66.37058258,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,01-12-2022,7:56:00,06-12-2022,7:56:00,5,Delayed,12.8681,74.8425,14530.75858,0.8,11624.6069,3,8
6,4,Late delivery,1,Riverside,USA,92509,34.01974869,-117.3625183,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,13-03-2023,21:59:00,19-03-2023,21:59:00,6,Delayed,13.0825,80.275,14454.95633,1,14454.9563,4,10
1,0,Late delivery,1,Jacksonville,USA,28540,34.74834824,-77.42848206,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Lawn mower,532.5800171,Same Day,15-11-2024,18:40:00,16-11-2024,6:40:00,1,On time,13.0825,80.275,14199.2347,0,0,1,2
2,4,Advance shipping,0,Aurora,USA,60504,41.72254562,-88.27864075,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,16-03-2023,13:23:00,18-03-2023,13:23:00,2,On time,11.65,78.15,13919.78437,1,13919.7844,4,6
4,4,Shipping on time,0,Rancho Cordova,USA,95670,38.60139084,-121.2836609,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,14-03-2023,2:32:00,18-03-2023,2:32:00,4,Delayed,11.0167,76.9556,14181.98828,1,14181.9883,4,8
6,4,Late delivery,1,Doylestown,USA,18901,40.31143951,-75.13288879,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,11-03-2023,22:41:00,17-03-2023,22:41:00,6,Delayed,12.9789,77.5917,13455.36314,1,13455.3631,4,10
3,4,Advance shipping,0,Clearfield,USA,84015,41.09803391,-111.9948654,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,07-03-2023,0:16:00,10-03-2023,0:16:00,3,On time,13.0825,80.275,13859.7067,1,13859.7067,4,7
4,2,Late delivery,1,Chicago,USA,60615,41.89574814,-87.7156601,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Second Class,06-03-2023,22:52:00,10-03-2023,22:52:00,4,Delayed,8.175,77.4306,14245.56042,0.8,11396.4483,3,7
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.23285484,-66.3705368,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,16-02-2023,1:21:00,22-02-2023,1:21:00,6,Delayed,11.0167,76.9556,14840.98243,1,14840.9824,4,10
5,2,Late delivery,1,New Braunfels,USA,78130,29.69708443,-98.12406158,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING,Pelican Sunstream 100 Kayak,199.9900055,Second Class,13-02-2023,6:26:00,18-02-2023,6:26:00,5,Delayed,11.0167,76.9556,15457.31624,0.8,12365.853,3,8
3,4,Advance shipping,0,Brooklyn,USA,11203,32.71671677,-116.997261,Pacific Asia,Mangalore,India,South Asia,Karnataka,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,10-02-2023,14:40:00,13-02-2023,14:40:00,3,On time,12.8681,74.8425,14792.44764,1,14792.4476,4,7
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.29609299,-66.37050629,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,09-02-2023,16:36:00,14-02-2023,16:36:00,5,Delayed,12.9789,77.5917,14750.98367,1,14750.9837,4,9
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.28431702,-66.3705368,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,07-02-2023,4:41:00,11-02-2023,4:41:00,4,Delayed,12.8681,74.8425,14529.55307,1,14529.5531,4,8
0,0,Shipping on time,0,Florissant,USA,63031,38.79660034,-90.34640503,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Same Day,30-01-2023,8:12:00,30-01-2023,20:12:00,0,On time,12.9789,77.5917,14123.04987,0,0,1,1
2,1,Late delivery,1,San Bernardino,USA,92410,34.11592865,-117.2950821,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,First Class,30-01-2023,7:30:00,01-02-2023,7:30:00,2,On time,12.9789,77.5917,14546.72056,0.5,7273.3603,2,4
1,0,Late delivery,1,Hagerstown,USA,21740,39.58020401,-77.72775269,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Same Day,29-01-2023,21:41:00,30-01-2023,9:41:00,1,On time,13.0825,80.275,13731.94236,0,0,1,2
2,1,Late delivery,1,Bellingham,USA,98226,48.77095795,-122.4511185,Pacific Asia,Bangalore,India,South Asia,Karnataka,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,First Class,16-01-2023,12:04:00,18-01-2023,12:04:00,2,On time,12.9789,77.5917,12870.67737,0.5,6435.3387,2,4
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.25953102,-66.37055206,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,CLOSED,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,15-01-2023,19:36:00,21-01-2023,19:36:00,6,Delayed,8.175,77.4306,15073.71165,1,15073.7117,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29484749,-66.37056732,Pacific Asia,Ambattur,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,14-01-2023,11:22:00,18-01-2023,11:22:00,4,Delayed,13.1143,80.1548,14948.39621,1,14948.3962,4,8
5,2,Late delivery,1,Bakersfield,USA,93308,35.30034638,-119.2525253,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Second Class,12-01-2023,8:56:00,17-01-2023,8:56:00,5,Delayed,13.0825,80.275,14255.32637,0.8,11404.2611,3,8
6,2,Shipping canceled,0,Huntington Park,USA,90255,33.97095108,-118.2104034,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,Pelican Sunstream 100 Kayak,199.9900055,Second Class,11-01-2023,19:16:00,17-01-2023,19:16:00,6,Delayed,11.0167,76.9556,14762.05513,0.8,11809.6441,3,9
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26498413,-66.37059021,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,10-01-2023,14:11:00,13-01-2023,14:11:00,3,On time,13.0825,80.275,14962.53527,1,14962.5353,4,7
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.25943756,-66.37059784,Pacific Asia,Kochi,India,South Asia,Kerala,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,07-01-2023,10:31:00,09-01-2023,10:31:00,2,On time,9.9312,76.2673,14854.13418,1,14854.1342,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.29942322,-66.3705368,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Pelican Sunstream 100 Kayak,199.9900055,Standard Class,06-01-2023,9:59:00,08-01-2023,9:59:00,2,On time,13.0825,80.275,14960.00461,1,14960.0046,4,6
2,2,Shipping on time,0,Phoenix,USA,85032,33.60445786,-111.9907379,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Under Armour Men's Compression EV SL Slide,44.99000168,Second Class,16-01-2023,11:43:00,18-01-2023,11:43:00,2,On time,12.9789,77.5917,14736.64803,0.8,11789.3184,3,5
2,2,Shipping on time,0,Phoenix,USA,85032,33.60445786,-111.9907379,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,16-01-2023,11:43:00,18-01-2023,11:43:00,2,On time,12.9789,77.5917,14736.64803,0.8,11789.3184,3,5
3,2,Late delivery,1,La Mirada,USA,90638,33.9031601,-117.9898758,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class,25-11-2022,9:21:00,28-11-2022,9:21:00,3,On time,13.0825,80.275,14444.22744,0.8,11555.382,3,6
3,2,Late delivery,1,La Mirada,USA,90638,33.9031601,-117.9898758,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING,Team Golf Texas Longhorns Putter Grip,24.98999977,Second Class,25-11-2022,9:21:00,28-11-2022,9:21:00,3,On time,13.0825,80.275,14444.22744,0.8,11555.382,3,6
2,4,Advance shipping,0,Morristown,USA,7960,40.79858398,-74.4823761,Pacific Asia,Gulbarga,India,South Asia,Karnataka,PENDING,Dell Laptop,1500,Standard Class,23-12-2024,10:55:00,25-12-2024,10:55:00,2,On time,17.329,76.825,12905.15344,1,12905.1534,3,5
6,4,Late delivery,1,Doylestown,USA,18901,40.31143951,-75.13288879,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,11-03-2023,22:41:00,17-03-2023,22:41:00,6,Delayed,12.9789,77.5917,13455.36314,1,13455.3631,4,10
4,4,Shipping on time,0,Richmond,USA,77469,29.58152199,-95.76487732,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING,Summer dresses,215.8200073,Standard Class,28-01-2025,7:42:00,01-02-2025,7:42:00,4,Delayed,13.0825,80.275,15252.08098,1,15252.081,4,8
2,4,Advance shipping,0,Bensalem,USA,19020,40.11061859,-74.94393921,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,TYR Boys' Team Digi Jammer,39.99000168,Standard Class,11-03-2023,23:02:00,13-03-2023,23:02:00,2,On time,12.9789,77.5917,13466.00622,1,13466.0062,4,6
